Population,Poverty Count,poverty_male,poverty_female,poverty_white_alone,poverty_black_alone,population_american_indian_alone,poverty_asian_alone,poverty_native_hawaiian_alone,poverty_two_or_more_races,poverty_hispanic_origin,poverty_family,poverty_family_single_male,poverty_family_single_female,employment_labor_force,employment_not_labor_force,employment_employed,employment_unemployed,Zipcode,Poverty Rate,index,City,County,Type
102878.0,28715.0,13216.0,15499.0,22668.0,450.0,60.0,62.0,0.0,177.0,27007.0,5359.0,472.0,2631.0,47408.0,27073.0,43023.0,4385.0,90201,27.91170123836,98,Bell Gardens,Los Angeles,Standard
20016.0,1533.0,582.0,951.0,1351.0,2.0,0.0,162.0,0.0,1.0,114.0,324.0,8.0,60.0,9497.0,7107.0,8992.0,491.0,90210,7.658872901678657,101,Beverly Hills,Los Angeles,Standard
8019.0,841.0,334.0,507.0,626.0,0.0,0.0,75.0,0.0,40.0,115.0,112.0,0.0,68.0,4478.0,2278.0,4193.0,285.0,90211,10.487591969073451,102,Beverly Hills,Los Angeles,Standard
13207.0,1236.0,638.0,598.0,694.0,0.0,0.0,299.0,0.0,181.0,134.0,263.0,82.0,137.0,7252.0,3558.0,6866.0,386.0,90212,9.358673430756417,103,Beverly Hills,Los Angeles,Standard
51713.0,10037.0,4494.0,5543.0,3630.0,3665.0,2.0,54.0,0.0,210.0,6025.0,1711.0,192.0,888.0,24154.0,15463.0,21437.0,2717.0,90220,19.409046081256164,105,Compton,Los Angeles,Standard
54259.0,12781.0,6088.0,6693.0,5780.0,2801.0,195.0,14.0,0.0,337.0,9856.0,2286.0,309.0,1048.0,24152.0,15601.0,21139.0,3012.0,90221,23.55553917322472,106,Compton,Los Angeles,Standard
32585.0,8570.0,3775.0,4795.0,3577.0,2663.0,12.0,146.0,9.0,53.0,5826.0,1565.0,142.0,789.0,13902.0,9362.0,12285.0,1617.0,90222,26.300444990026087,107,Compton,Los Angeles,Standard
32657.0,3646.0,1540.0,2106.0,2356.0,215.0,39.0,430.0,0.0,115.0,2157.0,733.0,22.0,321.0,18639.0,8129.0,17462.0,1177.0,90230,11.164528278776373,110,Culver City,Los Angeles,Standard
14865.0,1399.0,661.0,738.0,1012.0,134.0,0.0,144.0,0.0,62.0,470.0,164.0,0.0,48.0,9122.0,3701.0,8753.0,337.0,90232,9.411368987554658,112,Culver City,Los Angeles,Standard
26339.0,1652.0,738.0,914.0,981.0,10.0,0.0,47.0,0.0,116.0,1287.0,327.0,68.0,89.0,13671.0,6935.0,12950.0,713.0,90240,6.2720680359922545,115,Downey,Los Angeles,Standard
