Population,Poverty Count,poverty_male,poverty_female,poverty_white_alone,poverty_black_alone,population_american_indian_alone,poverty_asian_alone,poverty_native_hawaiian_alone,poverty_two_or_more_races,poverty_hispanic_origin,poverty_family,poverty_family_single_male,poverty_family_single_female,employment_labor_force,employment_not_labor_force,employment_employed,employment_unemployed,Zipcode,Poverty Rate,index,City,County,Type
26535.0,2826.0,1094.0,1732.0,2403.0,243.0,0.0,93.0,0.0,22.0,194.0,411.0,98.0,240.0,17914.0,5571.0,15971.0,1589.0,92107,10.65008479366874,637,San Diego,San Diego,Standard
18794.0,2620.0,1205.0,1415.0,1579.0,262.0,0.0,363.0,0.0,297.0,567.0,343.0,87.0,180.0,13393.0,3703.0,11306.0,1006.0,92108,13.940619346599979,638,San Diego,San Diego,Standard
44012.0,6705.0,3752.0,2953.0,5950.0,42.0,107.0,161.0,12.0,267.0,659.0,308.0,30.0,168.0,31977.0,9019.0,28440.0,2667.0,92109,15.234481505044078,639,San Diego,San Diego,Standard
27444.0,2867.0,1568.0,1299.0,2157.0,228.0,68.0,181.0,1.0,162.0,657.0,257.0,25.0,61.0,14780.0,8701.0,12950.0,1003.0,92110,10.44672788223291,640,San Diego,San Diego,Standard
47271.0,8886.0,4349.0,4537.0,4818.0,731.0,64.0,2307.0,14.0,278.0,3582.0,1412.0,154.0,699.0,25652.0,12716.0,22366.0,2640.0,92111,18.79799454210827,641,San Diego,San Diego,Standard
58158.0,20542.0,9562.0,10980.0,6794.0,2264.0,103.0,147.0,0.0,482.0,17405.0,3894.0,352.0,2089.0,28678.0,13799.0,17139.0,4233.0,92113,35.32102204339902,643,San Diego,San Diego,Standard
68160.0,12299.0,5508.0,6791.0,4333.0,2154.0,20.0,799.0,54.0,487.0,7624.0,2113.0,220.0,1017.0,31631.0,21183.0,26828.0,4217.0,92114,18.044307511737088,644,San Diego,San Diego,Standard
61084.0,15696.0,7548.0,8148.0,8559.0,2535.0,127.0,2769.0,77.0,776.0,4916.0,2060.0,84.0,1202.0,31436.0,18278.0,26742.0,3932.0,92115,25.695763211315565,645,San Diego,San Diego,Standard
32218.0,4614.0,2465.0,2149.0,3343.0,265.0,14.0,159.0,0.0,564.0,1916.0,524.0,93.0,220.0,22194.0,5932.0,20050.0,1879.0,92116,14.32118691414737,646,San Diego,San Diego,Standard
52648.0,6125.0,3333.0,2792.0,4157.0,246.0,1.0,846.0,29.0,194.0,1379.0,794.0,95.0,292.0,30204.0,14588.0,27088.0,2800.0,92117,11.633870232487464,647,San Diego,San Diego,Standard
21247.0,1301.0,563.0,738.0,992.0,0.0,14.0,24.0,0.0,62.0,423.0,260.0,11.0,164.0,10998.0,6603.0,7594.0,475.0,92118,6.123217395396997,648,Coronado,San Diego,Standard
22965.0,1638.0,597.0,1041.0,1353.0,25.0,0.0,81.0,0.0,119.0,406.0,257.0,28.0,156.0,12104.0,7015.0,11142.0,832.0,92119,7.13259307642064,649,San Diego,San Diego,Standard
25131.0,1771.0,967.0,804.0,1275.0,81.0,28.0,281.0,0.0,99.0,275.0,203.0,3.0,165.0,13146.0,8051.0,11811.0,1026.0,92120,7.047073335720823,650,San Diego,San Diego,Standard
4580.0,628.0,337.0,291.0,284.0,0.0,0.0,310.0,0.0,0.0,104.0,18.0,5.0,13.0,2738.0,1012.0,2610.0,128.0,92121,13.7117903930131,651,San Diego,San Diego,Standard
45556.0,10616.0,5669.0,4947.0,4411.0,261.0,0.0,5202.0,0.0,489.0,446.0,624.0,61.0,235.0,24749.0,15503.0,23195.0,1324.0,92122,23.303187285977696,652,San Diego,San Diego,Standard
28943.0,2780.0,1172.0,1608.0,1082.0,340.0,0.0,705.0,69.0,201.0,654.0,384.0,27.0,192.0,16331.0,7058.0,13619.0,1345.0,92123,9.60508585841136,653,San Diego,San Diego,Standard
30742.0,2141.0,999.0,1142.0,1395.0,284.0,2.0,304.0,0.0,120.0,173.0,364.0,99.0,204.0,16053.0,6607.0,12901.0,1176.0,92124,6.964413505952768,654,San Diego,San Diego,Standard
77860.0,6141.0,2803.0,3338.0,2289.0,419.0,33.0,2539.0,176.0,408.0,1304.0,1147.0,112.0,547.0,46704.0,17237.0,38539.0,3710.0,92126,7.887233496018495,655,San Diego,San Diego,Standard
40246.0,1395.0,554.0,841.0,935.0,127.0,34.0,85.0,0.0,69.0,383.0,238.0,25.0,73.0,20697.0,8947.0,19381.0,1087.0,92127,3.4661829747055606,656,San Diego,San Diego,Standard
49332.0,2057.0,792.0,1265.0,1394.0,101.0,0.0,447.0,0.0,59.0,224.0,311.0,0.0,132.0,25704.0,13882.0,23489.0,1740.0,92128,4.169707289386199,657,San Diego,San Diego,Standard
53387.0,3443.0,1782.0,1661.0,1645.0,263.0,0.0,915.0,0.0,266.0,805.0,743.0,13.0,368.0,28925.0,12232.0,26016.0,2566.0,92129,6.449135557345421,658,San Diego,San Diego,Standard
48721.0,2626.0,1118.0,1508.0,1647.0,23.0,0.0,713.0,0.0,157.0,311.0,741.0,31.0,317.0,25133.0,10427.0,23406.0,1486.0,92130,5.3898729500626015,659,San Diego,San Diego,Standard
33672.0,1139.0,292.0,847.0,780.0,23.0,0.0,282.0,0.0,54.0,31.0,197.0,7.0,121.0,17738.0,7514.0,16590.0,855.0,92131,3.382632454264671,660,San Diego,San Diego,Standard
36594.0,5530.0,2619.0,2911.0,3036.0,817.0,21.0,986.0,16.0,375.0,2625.0,1009.0,119.0,454.0,16975.0,11131.0,13907.0,2079.0,92139,15.111766956331639,667,San Diego,San Diego,Standard
84060.0,11866.0,5202.0,6664.0,8781.0,1196.0,35.0,610.0,42.0,424.0,9060.0,2114.0,112.0,1267.0,38879.0,26474.0,33074.0,4912.0,92154,14.11610754223174,677,San Diego,San Diego,Standard
31031.0,8778.0,3805.0,4973.0,7846.0,107.0,9.0,70.0,0.0,236.0,8321.0,1859.0,48.0,1077.0,13469.0,8970.0,11179.0,2204.0,92173,28.287841191067,692,San Ysidro,San Diego,Standard
62551.0,16508.0,7285.0,9223.0,7103.0,152.0,42.0,337.0,74.0,365.0,13871.0,3067.0,503.0,1304.0,28989.0,16254.0,24057.0,4922.0,92201,26.391264727981966,710,Indio,Riverside,Standard
26183.0,2070.0,1097.0,973.0,1364.0,87.0,0.0,20.0,0.0,51.0,1136.0,355.0,19.0,82.0,12755.0,7077.0,11030.0,1725.0,92203,7.905893136768132,712,Indio,Riverside,Standard
4876.0,226.0,92.0,134.0,167.0,18.0,0.0,41.0,0.0,0.0,0.0,54.0,0.0,0.0,1625.0,3102.0,1440.0,185.0,92210,4.634946677604594,713,Indian Wells,Riverside,Standard
23729.0,1742.0,770.0,972.0,1255.0,0.0,0.0,187.0,27.0,40.0,333.0,302.0,27.0,69.0,8908.0,12156.0,7835.0,1073.0,92211,7.341228033208311,714,Palm Desert,Riverside,Standard
32134.0,5521.0,2394.0,3127.0,3396.0,534.0,206.0,384.0,0.0,168.0,3045.0,1085.0,74.0,533.0,11548.0,15214.0,10067.0,1481.0,92220,17.18117881371756,715,Banning,Riverside,Standard
44458.0,4958.0,2135.0,2823.0,3024.0,372.0,107.0,185.0,76.0,323.0,2539.0,879.0,11.0,448.0,20150.0,12760.0,18123.0,1994.0,92223,11.152098609923973,717,Beaumont,Riverside,Standard
23624.0,3486.0,1705.0,1781.0,2087.0,543.0,7.0,63.0,0.0,60.0,2053.0,765.0,137.0,405.0,8073.0,11606.0,6689.0,1384.0,92225,14.756180155773789,718,Blythe,Riverside,Standard
26438.0,6169.0,2819.0,3350.0,4953.0,156.0,49.0,42.0,0.0,267.0,5396.0,1261.0,138.0,760.0,11410.0,7762.0,9137.0,2273.0,92227,23.333837657916636,720,Brawley,Imperial,Standard
2699.0,593.0,278.0,315.0,294.0,0.0,25.0,0.0,0.0,274.0,306.0,106.0,27.0,56.0,1028.0,736.0,747.0,281.0,92230,21.971100407558357,721,Cabazon,Riverside,Standard
39245.0,9810.0,4482.0,5328.0,5919.0,18.0,140.0,79.0,0.0,326.0,9506.0,2105.0,92.0,1078.0,16403.0,12352.0,12837.0,3555.0,92231,24.996814880876546,722,Calexico,Imperial,Standard
10578.0,1406.0,607.0,799.0,1074.0,0.0,0.0,0.0,0.0,142.0,1344.0,239.0,11.0,142.0,2423.0,6004.0,2104.0,319.0,92233,13.291737568538476,724,Calipatria,Imperial,Standard
51927.0,10600.0,5280.0,5320.0,7562.0,604.0,58.0,186.0,0.0,486.0,8198.0,1863.0,205.0,711.0,24920.0,14274.0,21853.0,3059.0,92234,20.41327247867198,725,Cathedral City,Riverside,Standard
41815.0,12812.0,5922.0,6890.0,4698.0,77.0,104.0,0.0,14.0,32.0,12636.0,2333.0,147.0,1095.0,19285.0,8209.0,15093.0,4192.0,92236,30.639722587588185,727,Coachella,Riverside,Standard
35078.0,10417.0,5412.0,5005.0,5763.0,1103.0,335.0,153.0,46.0,293.0,6332.0,1888.0,214.0,757.0,14666.0,10446.0,12171.0,2473.0,92240,29.69667597924625,729,Desert Hot Springs,Riverside,Standard
9378.0,2122.0,1131.0,991.0,1147.0,49.0,0.0,0.0,0.0,46.0,1300.0,342.0,9.0,227.0,3450.0,4632.0,2794.0,656.0,92241,22.627425890381744,730,Desert Hot Springs,Riverside,Standard
1313.0,194.0,106.0,88.0,144.0,0.0,0.0,0.0,0.0,50.0,0.0,26.0,9.0,14.0,383.0,844.0,365.0,18.0,92242,14.775323686214776,731,Earp,San Bernardino,Standard
48190.0,11378.0,5112.0,6266.0,6948.0,233.0,129.0,116.0,27.0,611.0,10510.0,2447.0,363.0,1227.0,21539.0,14212.0,17605.0,3575.0,92243,23.6107076156879,732,El Centro,Imperial,Standard
7103.0,1008.0,456.0,552.0,519.0,0.0,0.0,0.0,0.0,109.0,1008.0,220.0,11.0,60.0,2729.0,2131.0,2333.0,382.0,92249,14.19118682246938,736,Heber,Imperial,Standard
8424.0,1846.0,963.0,883.0,1206.0,11.0,120.0,27.0,0.0,42.0,1785.0,387.0,44.0,159.0,3851.0,2555.0,3037.0,814.0,92250,21.91358024691358,737,Holtville,Imperial,Standard
21858.0,2034.0,909.0,1125.0,1569.0,0.0,0.0,0.0,0.0,36.0,1900.0,406.0,21.0,162.0,8511.0,8494.0,7255.0,1256.0,92251,9.305517430688992,738,Imperial,Imperial,Standard
10047.0,1886.0,844.0,1042.0,1485.0,5.0,63.0,38.0,0.0,94.0,496.0,348.0,97.0,168.0,4269.0,3958.0,3127.0,890.0,92252,18.771772668458247,739,Joshua Tree,San Bernardino,Standard
37750.0,3445.0,1228.0,2217.0,2799.0,59.0,3.0,27.0,0.0,82.0,1798.0,590.0,36.0,262.0,16889.0,13499.0,15254.0,1635.0,92253,9.125827814569536,740,La Quinta,Riverside,Standard
11366.0,5010.0,2230.0,2780.0,2088.0,13.0,125.0,0.0,0.0,14.0,4912.0,960.0,49.0,346.0,5165.0,2155.0,3476.0,1689.0,92254,44.07883160302657,741,Mecca,Riverside,Standard
3664.0,976.0,415.0,561.0,832.0,0.0,0.0,0.0,0.0,41.0,257.0,118.0,54.0,16.0,1662.0,1308.0,1197.0,441.0,92256,26.637554585152838,743,Morongo Valley,San Bernardino,Standard
1962.0,927.0,451.0,476.0,769.0,4.0,0.0,0.0,0.0,77.0,598.0,187.0,10.0,82.0,554.0,846.0,425.0,129.0,92257,47.24770642201835,744,Niland,Imperial,Standard
32452.0,3504.0,1348.0,2156.0,2941.0,24.0,0.0,71.0,0.0,45.0,1457.0,641.0,144.0,279.0,14854.0,13149.0,13348.0,1506.0,92260,10.797485517071367,747,Palm Desert,Riverside,Standard
25852.0,4851.0,2768.0,2083.0,3216.0,531.0,17.0,119.0,46.0,261.0,1997.0,755.0,197.0,324.0,12628.0,9603.0,10876.0,1702.0,92262,18.764505647532104,749,Palm Springs,Riverside,Standard
20240.0,3517.0,1974.0,1543.0,3122.0,152.0,43.0,52.0,0.0,98.0,1428.0,460.0,149.0,95.0,9363.0,8883.0,8300.0,1061.0,92264,17.376482213438734,751,Palm Springs,Riverside,Standard
17456.0,2361.0,1092.0,1269.0,1978.0,244.0,5.0,14.0,0.0,70.0,728.0,359.0,73.0,145.0,6761.0,9254.0,5902.0,859.0,92270,13.525435380384968,755,Rancho Mirage,Riverside,Standard
18780.0,7933.0,4276.0,3657.0,3188.0,56.0,12.0,19.0,0.0,94.0,7513.0,1532.0,319.0,306.0,8508.0,4526.0,6643.0,1851.0,92274,42.24174653887114,757,Thermal,Riverside,Standard
7429.0,1069.0,627.0,442.0,731.0,1.0,0.0,0.0,0.0,52.0,834.0,180.0,143.0,20.0,3061.0,3205.0,2688.0,373.0,92276,14.389554448781801,759,Thousand Palms,Riverside,Standard
23691.0,4359.0,1878.0,2481.0,2884.0,563.0,72.0,72.0,23.0,387.0,1242.0,909.0,131.0,423.0,10643.0,6929.0,6447.0,1432.0,92277,18.399392174243385,760,Twentynine Palms,San Bernardino,Standard
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92280,,762,Vidal,San Bernardino,Standard
668.0,170.0,73.0,97.0,79.0,76.0,0.0,11.0,0.0,4.0,14.0,25.0,0.0,14.0,207.0,309.0,162.0,45.0,92282,25.449101796407184,764,Whitewater,Riverside,Standard
2670.0,967.0,523.0,444.0,199.0,3.0,603.0,2.0,0.0,141.0,365.0,144.0,18.0,45.0,940.0,977.0,709.0,231.0,92283,36.21722846441948,765,Winterhaven,Imperial,Standard
24951.0,4835.0,2080.0,2755.0,3542.0,240.0,270.0,67.0,0.0,398.0,1136.0,878.0,169.0,444.0,10451.0,8960.0,8398.0,1721.0,92284,19.377980842451205,766,Yucca Valley,San Bernardino,Standard
2739.0,1030.0,662.0,368.0,845.0,0.0,19.0,46.0,0.0,0.0,132.0,198.0,145.0,24.0,744.0,1500.0,586.0,158.0,92285,37.60496531580869,767,Landers,San Bernardino,Standard
32222.0,10243.0,4833.0,5410.0,4329.0,3238.0,0.0,196.0,0.0,1206.0,4795.0,2054.0,85.0,1188.0,10037.0,11421.0,7629.0,2382.0,92301,31.78883992303395,769,Adelanto,San Bernardino,Standard
295.0,31.0,15.0,16.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,148.0,85.0,130.0,18.0,92305,10.508474576271187,771,Angelus Oaks,San Bernardino,Standard
37265.0,6946.0,3198.0,3748.0,5254.0,1019.0,11.0,33.0,0.0,447.0,2648.0,1510.0,97.0,791.0,16707.0,12794.0,14371.0,2259.0,92307,18.639474037300417,772,Apple Valley,San Bernardino,Standard
39987.0,8487.0,3698.0,4789.0,6543.0,788.0,266.0,138.0,0.0,281.0,3444.0,1780.0,248.0,765.0,15538.0,14707.0,12999.0,2530.0,92308,21.224397929327033,773,Apple Valley,San Bernardino,Standard
837.0,110.0,50.0,60.0,98.0,0.0,0.0,0.0,0.0,0.0,87.0,19.0,0.0,12.0,434.0,196.0,417.0,17.0,92309,13.142174432497013,774,Baker,San Bernardino,Standard
9049.0,703.0,323.0,380.0,312.0,159.0,0.0,190.0,0.0,42.0,122.0,160.0,0.0,58.0,4422.0,1390.0,1018.0,264.0,92310,7.7688142336169745,775,Fort Irwin,San Bernardino,Standard
32724.0,8065.0,3689.0,4376.0,4547.0,1590.0,116.0,300.0,70.0,833.0,3639.0,1668.0,164.0,1024.0,14723.0,10114.0,12248.0,2117.0,92311,24.645520107566313,776,Barstow,San Bernardino,Standard
12169.0,1063.0,428.0,635.0,708.0,99.0,14.0,97.0,0.0,11.0,670.0,158.0,35.0,58.0,6773.0,3231.0,6075.0,698.0,92313,8.735311036239626,778,Grand Terrace,San Bernardino,Standard
10235.0,2288.0,1242.0,1046.0,1979.0,0.0,40.0,18.0,0.0,23.0,572.0,336.0,34.0,134.0,5195.0,3285.0,4260.0,935.0,92314,22.35466536394724,779,Big Bear City,San Bernardino,Standard
5213.0,980.0,472.0,508.0,672.0,60.0,0.0,0.0,0.0,30.0,273.0,224.0,0.0,91.0,2311.0,1882.0,1961.0,340.0,92315,18.79915595626319,780,Big Bear Lake,San Bernardino,Standard
31151.0,6011.0,2756.0,3255.0,3113.0,451.0,0.0,17.0,51.0,100.0,4692.0,1110.0,133.0,318.0,13704.0,8582.0,11287.0,2417.0,92316,19.296330775898046,781,Bloomington,San Bernardino,Standard
7940.0,1074.0,586.0,488.0,933.0,0.0,94.0,25.0,11.0,11.0,439.0,177.0,36.0,17.0,3255.0,3503.0,2921.0,334.0,92320,13.526448362720403,784,Calimesa,Riverside,Standard
57326.0,13447.0,6319.0,7128.0,8097.0,1203.0,188.0,292.0,80.0,255.0,10745.0,2618.0,244.0,1352.0,26617.0,14809.0,22703.0,3914.0,92324,23.457070090360396,788,Colton,San Bernardino,Standard
1291.0,352.0,141.0,211.0,352.0,0.0,0.0,0.0,0.0,0.0,149.0,58.0,41.0,0.0,318.0,519.0,210.0,108.0,92327,27.265685515104572,790,Daggett,San Bernardino,Standard
285.0,14.0,5.0,9.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,34.0,236.0,3.0,92328,4.912280701754386,791,Death Valley,Inyo,Standard
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,92332,0.0,794,Essex,San Bernardino,Standard
98460.0,23539.0,10716.0,12823.0,13953.0,1110.0,55.0,539.0,15.0,813.0,19665.0,4241.0,743.0,1802.0,43614.0,25763.0,35956.0,7651.0,92335,23.907170424537885,797,Fontana,San Bernardino,Standard
90633.0,8411.0,3837.0,4574.0,4740.0,663.0,25.0,117.0,22.0,113.0,5782.0,1298.0,105.0,507.0,47200.0,18620.0,40023.0,7177.0,92336,9.280284223185815,798,Fontana,San Bernardino,Standard
37474.0,4446.0,1823.0,2623.0,2930.0,230.0,0.0,249.0,0.0,146.0,3715.0,731.0,74.0,342.0,18832.0,9049.0,15921.0,2858.0,92337,11.864225863265197,799,Fontana,San Bernardino,Standard
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92338,,800,Ludlow,San Bernardino,Standard
984.0,33.0,23.0,10.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,252.0,483.0,22.0,92339,3.3536585365853657,801,Forest Falls,San Bernardino,Standard
6800.0,1232.0,669.0,563.0,1126.0,23.0,26.0,30.0,0.0,27.0,651.0,261.0,0.0,50.0,2812.0,2447.0,2594.0,218.0,92342,18.11764705882353,804,Helendale,San Bernardino,Standard
20116.0,3571.0,1467.0,2104.0,1998.0,645.0,353.0,119.0,0.0,133.0,2019.0,714.0,108.0,317.0,8418.0,5928.0,6691.0,1698.0,92344,17.752038178564327,805,Hesperia,San Bernardino,Standard
80683.0,20207.0,9607.0,10600.0,15189.0,1501.0,335.0,150.0,0.0,896.0,12090.0,3539.0,626.0,1330.0,32583.0,26842.0,26561.0,6022.0,92345,25.04492891935104,806,Hesperia,San Bernardino,Standard
57499.0,9951.0,4973.0,4978.0,5178.0,1682.0,175.0,412.0,0.0,468.0,5163.0,1410.0,245.0,777.0,25784.0,17980.0,22745.0,3035.0,92346,17.306387937181515,807,Highland,San Bernardino,Standard
1696.0,202.0,73.0,129.0,169.0,0.0,0.0,0.0,0.0,10.0,45.0,11.0,0.0,11.0,616.0,598.0,545.0,59.0,92347,11.910377358490566,808,Hinkley,San Bernardino,Standard
21427.0,3644.0,1548.0,2096.0,2065.0,483.0,3.0,659.0,0.0,110.0,1088.0,493.0,36.0,151.0,10152.0,7687.0,9297.0,855.0,92354,17.006580482568722,811,Loma Linda,San Bernardino,Standard
6504.0,1508.0,867.0,641.0,1362.0,38.0,39.0,19.0,0.0,41.0,290.0,198.0,24.0,123.0,2332.0,3018.0,1653.0,679.0,92356,23.185731857318572,812,Lucerne Valley,San Bernardino,Standard
986.0,61.0,50.0,11.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,530.0,315.0,427.0,103.0,92358,6.186612576064909,814,Lytle Creek,San Bernardino,Standard
8087.0,767.0,371.0,396.0,475.0,84.0,0.0,10.0,52.0,36.0,354.0,136.0,22.0,42.0,4316.0,2142.0,3892.0,424.0,92359,9.484357610980586,815,Mentone,San Bernardino,Standard
5242.0,1602.0,692.0,910.0,1190.0,21.0,324.0,0.0,7.0,50.0,553.0,341.0,4.0,235.0,2136.0,1790.0,1904.0,232.0,92363,30.560854635635252,816,Needles,San Bernardino,Standard
57.0,24.0,8.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,29.0,12.0,29.0,0.0,92364,42.10526315789474,817,Nipton,San Bernardino,Standard
2308.0,457.0,214.0,243.0,311.0,146.0,0.0,0.0,0.0,0.0,49.0,68.0,10.0,27.0,894.0,944.0,758.0,136.0,92365,19.800693240901214,818,Newberry Springs,San Bernardino,Standard
930.0,215.0,102.0,113.0,188.0,7.0,0.0,0.0,0.0,20.0,88.0,43.0,3.0,12.0,383.0,324.0,309.0,74.0,92368,23.118279569892472,820,Oro Grande,San Bernardino,Standard
14729.0,2418.0,1245.0,1173.0,1847.0,11.0,2.0,54.0,0.0,0.0,969.0,462.0,122.0,223.0,6121.0,5956.0,5102.0,1019.0,92371,16.41659311562224,822,Phelan,San Bernardino,Standard
4920.0,787.0,391.0,396.0,774.0,0.0,0.0,0.0,0.0,0.0,378.0,165.0,51.0,55.0,1926.0,2249.0,1611.0,315.0,92372,15.995934959349594,823,Pinon Hills,San Bernardino,Standard
33891.0,3522.0,1428.0,2094.0,2360.0,480.0,67.0,313.0,0.0,46.0,982.0,571.0,31.0,221.0,17067.0,10099.0,15855.0,1212.0,92373,10.392139506063558,824,Redlands,San Bernardino,Standard
40605.0,5605.0,2416.0,3189.0,3400.0,526.0,55.0,141.0,156.0,63.0,2749.0,963.0,123.0,425.0,19189.0,12024.0,17247.0,1904.0,92374,13.803718753848049,825,Redlands,San Bernardino,Standard
84699.0,19176.0,8443.0,10733.0,10971.0,3157.0,174.0,230.0,0.0,792.0,14701.0,3466.0,314.0,1737.0,37879.0,22480.0,31070.0,6776.0,92376,22.640172847377183,827,Rialto,San Bernardino,Standard
19137.0,1459.0,730.0,729.0,460.0,410.0,0.0,173.0,0.0,35.0,664.0,241.0,46.0,109.0,9275.0,4834.0,7915.0,1360.0,92377,7.623974499660344,828,Rialto,San Bernardino,Standard
54557.0,10832.0,4131.0,6701.0,5677.0,2897.0,26.0,619.0,0.0,314.0,4703.0,1792.0,143.0,795.0,22978.0,14490.0,19065.0,3834.0,92392,19.854464138424035,836,Victorville,San Bernardino,Standard
35027.0,7764.0,3532.0,4232.0,2428.0,2507.0,79.0,122.0,0.0,488.0,4352.0,1606.0,208.0,1005.0,11897.0,13366.0,10134.0,1748.0,92394,22.165757843948953,838,Victorville,San Bernardino,Standard
42364.0,11938.0,4997.0,6941.0,5877.0,2580.0,69.0,1242.0,0.0,706.0,4875.0,2324.0,436.0,1230.0,16075.0,13940.0,13482.0,2491.0,92395,28.1795864413181,839,Victorville,San Bernardino,Standard
4497.0,255.0,90.0,165.0,209.0,0.0,0.0,0.0,0.0,46.0,106.0,29.0,0.0,0.0,2068.0,1460.0,1925.0,143.0,92397,5.670446964643095,840,Wrightwood,San Bernardino,Standard
53370.0,7159.0,3206.0,3953.0,5361.0,182.0,43.0,125.0,0.0,258.0,3601.0,1461.0,375.0,485.0,25851.0,15362.0,22092.0,3723.0,92399,13.413902941727562,842,Yucaipa,San Bernardino,Standard
2076.0,1130.0,497.0,633.0,430.0,213.0,8.0,22.0,0.0,56.0,768.0,222.0,29.0,177.0,684.0,729.0,502.0,182.0,92401,54.43159922928709,843,San Bernardino,San Bernardino,Standard
61918.0,20118.0,8965.0,11153.0,10015.0,3326.0,204.0,544.0,38.0,1068.0,13520.0,3925.0,500.0,2241.0,25829.0,19215.0,21347.0,4482.0,92404,32.491359540036825,846,San Bernardino,San Bernardino,Standard
29967.0,10811.0,5322.0,5489.0,6455.0,1379.0,61.0,49.0,19.0,352.0,7774.0,2162.0,323.0,1034.0,12504.0,8429.0,9809.0,2695.0,92405,36.07635065238429,847,San Bernardino,San Bernardino,Standard
58275.0,10927.0,4579.0,6348.0,5341.0,1250.0,154.0,367.0,12.0,371.0,7185.0,1858.0,328.0,785.0,25924.0,17791.0,21729.0,4167.0,92407,18.75075075075075,849,San Bernardino,San Bernardino,Standard
14548.0,4527.0,2074.0,2453.0,2185.0,481.0,8.0,497.0,0.0,351.0,2696.0,839.0,55.0,362.0,5880.0,5207.0,5166.0,666.0,92408,31.11767940610393,850,San Bernardino,San Bernardino,Standard
47192.0,19721.0,9060.0,10661.0,7737.0,2924.0,485.0,809.0,21.0,722.0,14291.0,3747.0,358.0,1804.0,17183.0,14647.0,13536.0,3647.0,92410,41.78886251907103,851,San Bernardino,San Bernardino,Standard
25822.0,8931.0,3696.0,5235.0,3582.0,1730.0,109.0,92.0,0.0,311.0,6721.0,1700.0,209.0,938.0,10173.0,7807.0,7996.0,2177.0,92411,34.58678646115715,852,San Bernardino,San Bernardino,Standard
22211.0,5309.0,2588.0,2721.0,2574.0,233.0,43.0,257.0,22.0,504.0,3178.0,784.0,108.0,384.0,10343.0,6146.0,8358.0,1985.0,92501,23.90257079825312,858,Riverside,Riverside,Standard
90989.0,15781.0,7198.0,8583.0,8713.0,803.0,104.0,960.0,153.0,922.0,11238.0,2504.0,237.0,980.0,43138.0,23643.0,36307.0,6831.0,92503,17.34385475167328,860,Riverside,Riverside,Standard
54221.0,8098.0,3535.0,4563.0,5615.0,603.0,86.0,147.0,7.0,485.0,4868.0,1314.0,180.0,543.0,26058.0,16204.0,22165.0,3881.0,92504,14.935172719057192,861,Riverside,Riverside,Standard
49435.0,7456.0,3494.0,3962.0,5261.0,404.0,103.0,516.0,0.0,262.0,4970.0,1359.0,180.0,646.0,24225.0,12638.0,20697.0,3512.0,92505,15.08243147567513,862,Riverside,Riverside,Standard
44704.0,6087.0,3054.0,3033.0,4588.0,459.0,0.0,133.0,0.0,609.0,3311.0,1144.0,77.0,396.0,23269.0,12551.0,20744.0,2525.0,92506,13.616231209735147,863,Riverside,Riverside,Standard
54152.0,16349.0,7027.0,9322.0,9694.0,1421.0,53.0,2476.0,27.0,641.0,9626.0,2026.0,254.0,1028.0,24812.0,18892.0,20795.0,4010.0,92507,30.190944009454867,864,Riverside,Riverside,Standard
35937.0,2410.0,1250.0,1160.0,1646.0,157.0,53.0,449.0,0.0,54.0,435.0,323.0,0.0,53.0,18777.0,8624.0,16855.0,1837.0,92508,6.706180259899268,865,Riverside,Riverside,Standard
78117.0,13247.0,6117.0,7130.0,6127.0,663.0,268.0,473.0,55.0,343.0,10458.0,2411.0,257.0,763.0,38575.0,19048.0,30959.0,7523.0,92509,16.957896488600433,866,Jurupa Valley,Riverside,Standard
1049.0,198.0,112.0,86.0,107.0,91.0,0.0,0.0,0.0,0.0,47.0,49.0,0.0,38.0,293.0,645.0,212.0,79.0,92518,18.875119161105815,871,March Air Reserve Base,Riverside,Standard
50141.0,10010.0,4727.0,5283.0,5459.0,378.0,25.0,180.0,13.0,330.0,7048.0,1792.0,257.0,687.0,23616.0,12207.0,19373.0,4232.0,92530,19.96370235934664,875,Lake Elsinore,Riverside,Standard
20383.0,1307.0,478.0,829.0,639.0,38.0,9.0,49.0,417.0,22.0,628.0,257.0,25.0,158.0,9707.0,4823.0,8377.0,1272.0,92532,6.412206250306628,877,Lake Elsinore,Riverside,Standard
3454.0,210.0,32.0,178.0,165.0,0.0,0.0,0.0,0.0,45.0,33.0,37.0,0.0,16.0,1482.0,1284.0,1230.0,252.0,92536,6.079907353792704,878,Aguanga,Riverside,Standard
